review_observation_id,source_event_cluster_id,normalized_borrower,source_ticker,target_ticker,target_prior_identifier,target_prior_facility_type,target_prior_lien,target_prior_currency,target_prior_reference_rate,target_prior_spread,target_prior_maturity,target_prior_funded_status,target_prior_constituent_descriptions,target_prior_aggregation_lot_count,target_prior_evidence_id,target_current_identifier,target_current_facility_type,target_current_lien,target_current_currency,target_current_reference_rate,target_current_spread,target_current_maturity,target_current_funded_status,target_current_constituent_descriptions,target_current_aggregation_lot_count,target_current_evidence_id,target_current_same_facility,target_current_aggregation_valid,position_status,structural_notes
D5EV_0c52b634a145a52d3e9d6a2d,D5EC_fc24da716cf2426943bc3444,jp intermediate b,OFS,CION,"JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity""]",1,EVID_937ff8af0bfcfc56dad18068679e,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.065, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_31b1d7de3c01a293b4a24e0c,D5EC_31431d4a01059178e2751dae,perkinelmer u s,CIK1869453,MSDL,"PerkinElmer U.S., LLC, First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""PerkinElmer U.S., LLC, First Lien Debt""]",1,EVID_f3b158c9bf8679aa9c0ad74f8df1,"PerkinElmer U.S., LLC, First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""PerkinElmer U.S., LLC, First Lien Debt""]",1,D5SE_1a73ff25541283aed7083637,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PerkinElmer U.S., LLC, First Lien Debt'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.05, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.05, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_b1e33c72796a87433c6f92eb,D5EC_008f98e6b57f1ba835f0d6f2,perkinelmer u s,OCIC,MSDL,"PerkinElmer U.S., LLC, First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""PerkinElmer U.S., LLC, First Lien Debt""]",1,EVID_f3b158c9bf8679aa9c0ad74f8df1,"PerkinElmer U.S., LLC, First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""PerkinElmer U.S., LLC, First Lien Debt""]",1,D5SE_96beaee4f418b62d9d9ac99b,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PerkinElmer U.S., LLC, First Lien Debt'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.05, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.05, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_52d76106e233964c89f9b289,D5EC_8d23c51ec0de6a3b964f9b3e,petvet care centers,NMFC,OTF,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,EVID_589b9c8736c081703fabcccad2f7,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,D5SE_3dc76a3d194e1917b02eb3b1,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PetVet Care Centers, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.06, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.06, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_aebedff93315b84fc959cf91,D5EC_03d91dcc4a10080388206fcb,allen media,OFS,CION,"Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,0.055,,funded,"[""Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity""]",1,EVID_e623c88b9241ac2d119fedd03d8f,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.055, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_56eb0926deb6208c9d3be8f5,D5EC_6b4dab625959afc45e6a930f,athenahealth,NMFC,OTF,"Athenahealth Group Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,"[""Athenahealth Group Inc., First lien senior secured loan""]",1,EVID_17f7edb054e1b916af0e256022c0,"Athenahealth Group Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0275,,funded,"[""Athenahealth Group Inc., First lien senior secured loan""]",1,D5SE_e536bcc77ad7f266d4b00530,yes,yes,refinancing_amendment,"Reviewer I: Identifiers are identical ('Athenahealth Group Inc., First lien senior secured loan') with matching facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, blank maturity, funded status funded and one aggregation lot on each side. Spread moves 0.03 to 0.0275, a 25 basis point reduction that is displayed evidence of a repricing/amendment; repricing preserves facility identity, so the row is classified as amendment rather than plain continuation. | Reviewer J: Prior/current identifier, other-debt type, first lien, funded status, and one-lot description match; spread changes from 0.03 to 0.0275, supporting repricing/amendment."
D5EV_4cc14157b528999eaa6b757e,D5EC_d3e0e97653f9760afcd4535b,connectwise,NMFC,OTF,"ConnectWise, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.035,,funded,"[""ConnectWise, LLC, First lien senior secured loan""]",1,EVID_2887805eeceef56a5e85a0b49097,"ConnectWise, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.035,,funded,"[""ConnectWise, LLC, First lien senior secured loan""]",1,D5SE_0830a402982ebe9f234d3c42,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('ConnectWise, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.035, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.035, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_dc436360ecc599e08c348c0e,D5EC_065bc29e31be5b5c0cd4e675,jp intermediate b,OFS,CION,"JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity""]",1,EVID_bc75be9a56a8d4dd825c950565a5,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'JP Intermediate B, LLC., Senior Secured First Lien Debt, 11/20/2027 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.065, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_01b58c3f356725d63b6e1f86,D5EC_f7868be530205330ab464457,kaseya,NMFC,OTF,"Kaseya Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,"[""Kaseya Inc., First lien senior secured loan""]",1,EVID_c6d5015155a9277abc8dac0ca3a8,"Kaseya Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,"[""Kaseya Inc., First lien senior secured loan""]",1,D5SE_35d51886380017ed1674f045,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Kaseya Inc., First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0325, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.0325, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_22b92172837e5c656ae8a4fc,D5EC_5b1c70198a9cf89b4e4c92d0,logrhythm,NMFC,OTF,"LogRhythm, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,"[""LogRhythm, Inc., First lien senior secured loan""]",1,EVID_b6adaac1e9d428dc57b120c6bc40,"LogRhythm, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,"[""LogRhythm, Inc., First lien senior secured loan""]",1,D5SE_a82a3f377fd00ae4e169936d,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('LogRhythm, Inc., First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.075, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.075, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_b851a769bc41a0c684807a5d,D5EC_bfbedd0a01f4a64e85fa30b8,m2s intermediate,OCSL,WHF,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,SOFR,0.0475,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,EVID_76b03ebd11f246ecda788728f86c,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,UNKNOWN,0.0475,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,D5SE_03b0c9ad6a23fc0bf3f27102,yes,yes,continuing,"Reviewer I: Identifiers are identical ('M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan'), with matching facility type term_loan, lien first_lien, currency UNKNOWN, spread 0.0475, maturity 2031-08-25, funded status funded and one aggregation lot on each side. The reference rate is SOFR on the prior side and UNKNOWN on the current side; UNKNOWN is absent information rather than a rate conflict. | Reviewer J: Prior/current identifier, term-loan type, first-lien, spread 0.0475, maturity 2031-08-25, funded status, and one-lot constituent descriptions match. currency is not displayed. The current reference rate is UNKNOWN."
D5EV_0a4ad52bbd0c50e6cfb05514,D5EC_c329836f58a0d68dc3e1aca0,petvet care centers,ARCC,OTF,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,EVID_b2277d98f91f449d95e3d88481e3,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,D5SE_372bd2baa820ee816ef7ff70,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PetVet Care Centers, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.06, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.06, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_afb2092fc81ff6e4bc35d01a,D5EC_b29928f64e1072a69d247d21,petvet care centers,NMFC,OTF,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,EVID_b2277d98f91f449d95e3d88481e3,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,D5SE_8fd3f6e5a877d58c45a37a04,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PetVet Care Centers, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.06, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.06, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_9d95c851974603588ee9e63d,D5EC_5aab67edbb59c4864075f5ca,storable,NMFC,OTF,"Storable, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,"[""Storable, Inc., First lien senior secured loan""]",1,EVID_27eb06b33cb1041e69ffc36a8255,"Storable, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,"[""Storable, Inc., First lien senior secured loan""]",1,D5SE_676eb783ac07a9afdc8badca,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Storable, Inc., First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0325, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.0325, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_ee0d1f55a8626ec9e07a6819,D5EC_0d55e9d3a6a3517b978ce949,m2s intermediate,OCSL,WHF,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,SOFR,0.0475,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,EVID_ab23cc37e4a973adee16f36bb7e0,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,SOFR,0.0475,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,D5SE_efc82cb8f40f5f05c3dc67fe,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan'); facility type term_loan, lien first_lien, currency UNKNOWN, reference rate SOFR, spread 0.0475, maturity 2031-08-25 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, term-loan type, first-lien, reference rate SOFR, spread 0.0475, maturity 2031-08-25, funded status, and one-lot constituent descriptions match. currency is not displayed."
D5EV_4bcc43807ee299de5de2ca0a,D5EC_bdf50a40b8d90ef96b681429,real chemistry intermediate iii,NCDL,BBDC,"Real Chemistry Intermediate III, Inc. | Revolver",revolver,unknown,UNKNOWN,UNKNOWN,0.045,,funded,"[""Real Chemistry Intermediate III, Inc."",""Revolver""]",1,EVID_475ef279cd5e050204907ab13b80,"Real Chemistry Intermediate III, Inc. | Revolver",revolver,unknown,UNKNOWN,UNKNOWN,0.045,,funded,"[""Real Chemistry Intermediate III, Inc."",""Revolver""]",1,D5SE_67767609020592c76b034685,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Real Chemistry Intermediate III, Inc. | Revolver'); facility type revolver, lien unknown, currency UNKNOWN, reference rate UNKNOWN, spread 0.045, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, revolver type, spread 0.045, funded status, and one-lot constituent descriptions match. lien, currency, reference rate, and maturity are not displayed."
D5EV_f438ca82f7a27e794a1837a9,D5EC_03ea18827a74bda0ec1f74a2,swoop intermediate iii,NCDL,BBDC,"Swoop Intermediate III, Inc. | Revolver",revolver,unknown,UNKNOWN,UNKNOWN,0.045,,funded,"[""Revolver"",""Swoop Intermediate III, Inc.""]",1,EVID_b5c7fded2d8d0ccb40d413327b61,"Swoop Intermediate III, Inc. | Revolver",revolver,unknown,UNKNOWN,UNKNOWN,0.045,,funded,"[""Revolver"",""Swoop Intermediate III, Inc.""]",1,D5SE_abfb3feface48ed3e8b0743a,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Swoop Intermediate III, Inc. | Revolver'); facility type revolver, lien unknown, currency UNKNOWN, reference rate UNKNOWN, spread 0.045, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, revolver type, spread 0.045, funded status, and one-lot constituent descriptions match. lien, currency, reference rate, and maturity are not displayed."
