field,stage,archive,fund,cik,source_table,source_column_or_concept,raw_row_count,non_missing_count,non_missing_percentage,normalized_row_count,normalized_non_missing_count,normalized_coverage,aggregated_row_count,aggregated_non_missing_count,aggregated_coverage,blind_row_count,blind_non_missing_count,blind_coverage,aggregation_loss_count,export_loss_count,direct_parser_loss_count,support_join_loss_count,support_unmatched_count,exact_loss_stage,representative_raw_examples_json,diagnosis,recommended_action
acquisition_date,aggregated,2024q4,MAIN,1396440,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1151,0,0.000000,1438,0,0.000000,1151,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q4,MAIN,1396440,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1438,0,0.000000,1151,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q4,MFIC,1278752,soi.tsv,"{""soi.tsv:Investment Maturity Date"":760}",1438,760,52.851182,1440,760,52.777778,1433,760,53.035590,0,0,,0,0,0,0,40,supporting_facts_to_normalized,"[{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing Accelerate360 Accelerate360 First Lien Secured Debt Term Loan SOFR+600, 1.00% Floor Maturity Date 02/11/27"",""line"":24080,""table"":""soi.tsv"",""value"":""2027-02-11""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing Accelerate360 Holdings, LLC First Lien Secured Debt Revolver SOFR+600, 1.00% Floor Maturity Date 02/11/27"",""line"":24081,""table"":""soi.tsv"",""value"":""2027-02-11""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt - Delayed Draw SOFR+635, 1.00% Floor Maturity Date 12/30/26"",""line"":24086,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt - Delayed Draw SOFR+685, 1.00% Floor Maturity Date 12/30/26"",""line"":24087,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt - Revolver SOFR+675, 1.00% Floor Maturity Date 12/30/26"",""line"":24088,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt Revolver P+525 Maturity Date 12/30/26"",""line"":24089,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt SOFR+635, 1.00% Floor Maturity Date 12/30/26"",""line"":24090,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt SOFR+685, 1.00% Floor Maturity Date 12/30/26"",""line"":24091,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt Term Loan SOFR+635, 1.00% Floor Maturity Date 12/30/26"",""line"":24092,""table"":""soi.tsv"",""value"":""2026-12-30""},{""adsh"":""0000950170-24-122744"",""concept"":""Investment Maturity Date"",""investment_identifier"":""Advertising Printing & Publishing FingerPaint Marketing KL Charlie Acquisition Company First Lien Secured Debt Term Loan SOFR+685, 1.00% Floor Maturity Date 12/30/26"",""line"":24093,""table"":""soi.tsv"",""value"":""2026-12-30""}]",join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,"{""datasets/txt.tsv:InvestmentMaturityDate@us-gaap/2024"":800}",1438,800,55.632823,1440,760,52.777778,1433,760,53.035590,0,0,,0,0,0,0,40,supporting_facts_to_normalized,"[{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSE Graffiti Buyer, Inc. First Lien Secured Debt - Delayed Draw SOFR+560, 1.00% Floor Maturity Date 08/10/27"",""line"":23688,""table"":""datasets/txt.tsv"",""value"":""2027-08-10"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSE Graffiti Buyer, Inc. First Lien Secured Debt - Revolver SOFR+460, 1.00% Floor Maturity Date 08/10/27"",""line"":23689,""table"":""datasets/txt.tsv"",""value"":""2027-08-10"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSE Graffiti Buyer, Inc. First Lien Secured Debt - Term Loan SOFR+560, 1.00% Floor Maturity Date 08/10/27"",""line"":23690,""table"":""datasets/txt.tsv"",""value"":""2027-08-10"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSI Services, LLC Lifelong Learner Holdings, LLC First Lien Secured Debt - Delayed Draw SOFR+690, 1.00% Floor Maturity Date 10/20/25"",""line"":23691,""table"":""datasets/txt.tsv"",""value"":""2025-10-20"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSI Services, LLC Lifelong Learner Holdings, LLC First Lien Secured Debt - Revolver SOFR+690, 1.00% Floor Maturity Date 10/20/25"",""line"":23692,""table"":""datasets/txt.tsv"",""value"":""2025-10-20"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services PSI Services, LLC Lifelong Learner Holdings, LLC First Lien Secured Debt - Term Loan SOFR+690, 1.00% Floor Maturity Date 10/20/25"",""line"":23693,""table"":""datasets/txt.tsv"",""value"":""2025-10-20"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services SafetyCo HEF Safety Ultimate Holdings, LLC First Lien Secured Debt - Delayed Draw SOFR+575, 1.00% Floor Maturity Date 11/19/29"",""line"":23694,""table"":""datasets/txt.tsv"",""value"":""2029-11-19"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services SafetyCo HEF Safety Ultimate Holdings, LLC First Lien Secured Debt - Revolver SOFR+575, 1.00% Floor Maturity Date 11/17/29"",""line"":23695,""table"":""datasets/txt.tsv"",""value"":""2029-11-17"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services SafetyCo HEF Safety Ultimate Holdings, LLC First Lien Secured Debt - Term Loan SOFR+575, 1.00% Floor Maturity Date 11/19/29"",""line"":23696,""table"":""datasets/txt.tsv"",""value"":""2029-11-19"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentMaturityDate"",""investment_member"":""Business Services SEER GS SEER Group Borrower LLC First Lien Secured Debt - Delayed Draw SOFR+675, 1.00% Floor Maturity Date 04/29/30"",""line"":23697,""table"":""datasets/txt.tsv"",""value"":""2030-04-29"",""version"":""us-gaap/2024""}]",join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""maturity"":760}",1440,760,52.777778,1440,760,52.777778,1433,760,53.035590,0,0,,0,0,0,0,40,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""maturity"":760}",1433,760,53.035590,1440,760,52.777778,1433,760,53.035590,0,0,,0,0,0,0,40,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1440,760,52.777778,1433,760,53.035590,0,0,,0,0,0,0,40,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q4,MFIC,1278752,soi.tsv,{},1438,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1438,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1440,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1433,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q4,MFIC,1278752,soi.tsv,{},1438,0,0.000000,1440,688,47.777778,1433,688,48.011165,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1438,0,0.000000,1440,688,47.777778,1433,688,48.011165,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""reference_rate"":688}",1440,688,47.777778,1440,688,47.777778,1433,688,48.011165,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""reference_rate"":688}",1433,688,48.011165,1440,688,47.777778,1433,688,48.011165,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1440,688,47.777778,1433,688,48.011165,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q4,MFIC,1278752,soi.tsv,{},1438,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,41,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,"{""datasets/txt.tsv:InvestmentAcquisitionDate@us-gaap/2024"":41}",1438,41,2.851182,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,41,supporting_facts_to_normalized,"[{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""1244311 B.C. Ltd. | Common Equity - Common Stock"",""line"":37045,""table"":""datasets/txt.tsv"",""value"":""2020-09-30"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Acosta Holdings Corp. | Preferred Equity - Preferred Equity One"",""line"":37046,""table"":""datasets/txt.tsv"",""value"":""2024-07-22"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Acosta Holdings Corp. | Preferred Equity - Preferred Equity"",""line"":37047,""table"":""datasets/txt.tsv"",""value"":""2024-07-22"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Alcresta Holdings, LP | Preferred Equity - Preferred Equity One"",""line"":37048,""table"":""datasets/txt.tsv"",""value"":""2024-03-12"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Alcresta Holdings, LP | Preferred Equity - Preferred Equity"",""line"":37049,""table"":""datasets/txt.tsv"",""value"":""2024-03-12"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Ambrosia Buyer Corp. | Common Equity - Common Stock"",""line"":37050,""table"":""datasets/txt.tsv"",""value"":""2024-02-01"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Anuvu Corp. (fka GEE Acquisition Holdings Corp.)* | Common Equity - Common Stock"",""line"":37051,""table"":""datasets/txt.tsv"",""value"":""2024-07-22"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Bird Scooter Acquisition Corp. | Common Equity - Common Stock"",""line"":37052,""table"":""datasets/txt.tsv"",""value"":""2024-03-22"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""BSP-TS, LP | Preferred Equity - Preferred Equity"",""line"":37053,""table"":""datasets/txt.tsv"",""value"":""2023-10-23"",""version"":""us-gaap/2024""},{""adsh"":""0000950170-24-122744"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Carbonfree Chemicals Holdings LLC | Common Equity - Common Equity / Interest"",""line"":37054,""table"":""datasets/txt.tsv"",""value"":""2019-11-01"",""version"":""us-gaap/2024""}]",join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1440,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,41,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1433,0,0.000000,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,41,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1440,0,0.000000,1433,0,0.000000,0,0,,0,0,0,0,41,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q4,NMFC,1496099,soi.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1328,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q4,NMFC,1496099,soi.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1328,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q4,NMFC,1496099,soi.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1328,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q4,NMFC,1496099,soi.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1129,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1328,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1328,0,0.000000,1055,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q4,OBDC,1655888,soi.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1057,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},12,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q4,OBDC,1655888,soi.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1057,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},12,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q4,OBDC,1655888,soi.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1057,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},12,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q4,OBDC,1655888,soi.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1056,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1057,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1055,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},12,0,0.000000,1057,0,0.000000,1055,0,0.000000,12,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
