blind_alias_id,period_end,source_ticker,source_borrower_norm,source_identifier,source_facility_type,source_lien,source_currency,source_reference_rate,source_spread,source_maturity,source_funded_status,candidate_ticker,candidate_borrower_norm,candidate_identifier,candidate_facility_type,candidate_lien,candidate_currency,candidate_reference_rate,candidate_spread,candidate_maturity,candidate_funded_status,manual_same_borrower,manual_same_facility,review_notes
BA2_22ca09363a456be443a848,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,NMFC,trc companies,"TRC Companies LLC, First Lien - Funded | TRC Companies LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared; distinctive names differ entirely. Different borrowers."
BA2_f46f7e7ad66b0cf605e4f8,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_745237dcf47d3ecb21c384,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,NMFC,trc companies,"TRC Companies LLC, First Lien - Funded | TRC Companies LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared; distinctive names differ entirely. Different borrowers."
BA2_06ed216cb2ce5b48a05321,2025-09-30,ARCC,hpcc parent and patriot container,"HPCC Parent, Inc. and Patriot Container Corp., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,OBDC,patriot acquisition topco s a r l dba corza health,"Patriot Acquisition TopCo S.A.R.L (dba Corza Health, Inc.), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,no,not_applicable,"Independent reviewers agreed. Shared token ""Patriot"" only; the candidate is a differently domiciled entity operating under an unrelated trade name. Different borrowers."
BA2_c41f4690d8932b94fb9b49,2025-09-30,ARCC,florida food products,"Florida Food Products, LLC, First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_d01045060d048634f8e473,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., Senior subordinated loan 2",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,sts parent dba sts aviation,"STS PARENT, LLC (dba STS Aviation Group), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Aviation"" is shared with the source obligor group; legal names differ entirely. Different borrowers."
BA2_f0a548b3afd503a537e55c,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,OBDC,denali buyerco dba summit companies,"Denali BuyerCo, LLC (dba Summit Companies), First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared via the candidate trade name; the legal names are unrelated. Different borrowers."
BA2_3f1daaf3c4161cd08548ea,2025-09-30,ARCC,watermill express and watermill express,"Watermill Express, LLC and Watermill Express Holdings, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,NMFC,mavis tire express services topco,"Mavis Tire Express Services Topco, Corp., First Lien - Funded | Mavis Tire Express Services Topco, Corp., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Express"" is shared; the businesses named are otherwise unrelated. Different borrowers."
BA2_a1b80341cb837b87000ca2,2025-09-30,ARCC,nordic ferry infrastructure as,"Nordic Ferry Infrastructure AS, Senior subordinated loan 1",other_debt,subordinated,UNKNOWN,UNKNOWN,0.05,,funded,OBDC,eagle infrastructure services,"Eagle Infrastructure Services, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Infrastructure"" is shared; distinctive names and jurisdictions differ. Different borrowers."
BA2_1681d9f898a2e81666fbc7,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 4",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_2505422ffb594f7e726f63,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,amspec parent,"AmSpec Parent, LLC 2, First Lien - Funded | AmSpec Parent, LLC 2, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.035,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_8c51ddbc8e433d325fb8e6,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc. Senior subordinated loan 1",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,aam aviation feeder specialty finance investment,"AAM Series 2.1 Aviation Feeder, LLC, Specialty finance debt investment",other_debt,unknown,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Match rests on generic tokens (""Feeder"", ""Aviation"") only; the candidate is a separate specialty finance vehicle with a different name. Different borrowers."
BA2_ecdd6ce5bb3a4295952899,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,NMFC,amspec parent,"AmSpec Parent, LLC, First lien - Unfunded",other_debt,first_lien,UNKNOWN,UNKNOWN,0,,unfunded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_8f50a4b9731cf4f541db71,2025-09-30,ARCC,watermill express and watermill express,"Watermill Express, LLC and Watermill Express Holdings, LLC, First lien senior secured loan 4",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,NMFC,mavis tire express services topco,"Mavis Tire Express Services Topco, Corp., First Lien - Funded | Mavis Tire Express Services Topco, Corp., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Express"" is shared; the businesses named are otherwise unrelated. Different borrowers."
BA2_49bfc83140a7feaf897740,2025-09-30,ARCC,registrar intermediate and psp registrar investment fund,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P., First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_45495ca1486ebda684afb1,2025-09-30,ARCC,burgess point purchaser,"Burgess Point Purchaser Corporation, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_9686d2667cdfecd470598a,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,NMFC,american achievement aka aac undrawn,"American Achievement Corporation (aka AAC Holding Corp.), First lien - Undrawn",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group. Different borrowers, so no facility comparison applies."
BA2_785fb80b3f480728308aba,2025-09-30,ARCC,nordic ferry infrastructure as,"Nordic Ferry Infrastructure AS, Senior subordinated loan 1",other_debt,subordinated,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,eagle infrastructure services fka fr arsenal ii,"Eagle Infrastructure Services, LLC (fka FR Arsenal Holdings II Corp.), First lien 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Infrastructure"" is shared; distinctive names differ, and the candidate carries an unrelated former name. Different borrowers."
BA2_eb1f87d380f18b4c9d12f2,2025-09-30,ARCC,bobcat purchaser and bobcat topco,"Bobcat Purchaser, LLC and Bobcat Topco, L.P., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_ea6633067162b22fea4dde,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,amspec parent,"AmSpec Parent, LLC, First lien - Unfunded",other_debt,first_lien,UNKNOWN,UNKNOWN,,,unfunded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_3253ddc4f04b43ade31901,2025-09-30,ARCC,nordic ferry infrastructure as,"Nordic Ferry Infrastructure AS, Senior subordinated loan 1",other_debt,subordinated,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,eagle infrastructure services fka fr arsenal ii,"Eagle Infrastructure Services, LLC (fka FR Arsenal Holdings II Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Infrastructure"" is shared; distinctive names differ, and the candidate carries an unrelated former name. Different borrowers."
BA2_fdbe8ce8cb7ecd5b7a6921,2025-09-30,ARCC,w s connelly and and wsc ultimate,"W.S. Connelly & Co., LLC and WSC Ultimate Holdings, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_a1144278991e2bb434e9d1,2025-09-30,ARCC,nordic ferry infrastructure as,"Nordic Ferry Infrastructure AS, Senior subordinated loan 2",other_debt,subordinated,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,eagle infrastructure services fka fr arsenal ii,"Eagle Infrastructure Services, LLC (fka FR Arsenal Holdings II Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.075,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Infrastructure"" is shared; distinctive names differ, and the candidate carries an unrelated former name. Different borrowers."
BA2_28d337b96ccb008d7399d7,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., Senior subordinated loan 3",other_debt,subordinated,UNKNOWN,UNKNOWN,,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_08b92a465b3cf573c06d78,2025-09-30,ARCC,laboratories bidco and laboratories topco,"Laboratories Bidco LLC and Laboratories Topco LLC, First lien senior secured revolving loan 3",revolver,first_lien,UNKNOWN,UNKNOWN,0.0075,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_2d49ba032b1836415470db,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., First Lien - Funded | Cardinal Parent, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: spread 0.0600 vs 0.0450, far beyond rounding."
BA2_519f08068f744570a91330,2025-09-30,ARCC,watermill express and watermill express,"Watermill Express, LLC and Watermill Express Holdings, LLC, First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,NMFC,mavis tire express services topco,"Mavis Tire Express Services Topco, Corp., First Lien - Funded | Mavis Tire Express Services Topco, Corp., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Express"" is shared; the businesses named are otherwise unrelated. Different borrowers."
BA2_6f199d65f89e67fda2bf6c,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,NMFC,amspec parent,"AmSpec Parent, LLC, First lien - Unfunded",other_debt,first_lien,UNKNOWN,UNKNOWN,,,unfunded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_b1a3a4940ef1b7feb41fee,2025-09-30,ARCC,continental acquisition,"Continental Acquisition Holdings, Inc., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,OBDC,continental finance,"Continental Finance Company, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,uncertain,uncertain,"Independent reviewers agreed. Source is ""Continental Acquisition Holdings"" and the candidate is ""Continental Finance Company"". The shared leading token is consistent with an acquisition vehicle over the operating company, but the descriptors differ and the source spread is missing, so identity cannot be confirmed or excluded from this row alone."
BA2_4e229f7b599fba703cd18e,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,OBDC,denali buyerco dba summit companies,"Denali BuyerCo, LLC (dba Summit Companies), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared via the candidate trade name; the legal names are unrelated. Different borrowers."
